"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"IDA total","IDA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","205928449588.452","133387951069.966","90959927342.3619","79897182429.7652","77814274094.4178","76686666260.8095","71073346062.7744","73110370416.8248","87313581521.7647","86716226900.2319","76161651230.8297","64316232090.4956","67213843758.8219","75500189728.0266","84960461124.3412","87088825671.3806","93179735001.5284","92609832853.0781","102407816887.723","100193293934.8","104250638499.138","123145126665.268","145460281636.606","174540793717.644","220110238156.525","239210738390.415","285243178582.832","280032499603.958","311154106107.082","345462679260.765","379257702485.684","427451158556.706","479751664875.857","476741744639.389","499765235330.022","540147014147.673","570297078337.28","616406473800.898","605033634339.008","686588383584.206",
"IDA blend","IDB","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","188381389096.311","160313785114.788","100332131166.601","64762077216.0783","54317423937.858","50974210927.396","47473451591.4266","42896659501.6365","43970195619.9095","51450176330.8307","46741810841.8118","43847695184.4353","32435000027.7691","34444716117.7109","39174604376.3608","42660537176.0203","43360900550.9373","44845472737.5938","43234599460.4259","48714996357.5065","46816095485.4476","48772243350.1182","57476568771.3707","67926532706.4676","83535604998.1879","113419631285.114","115182939773.771","132779859580.392","129518475908.009","134470541336.974","144528847709.555","157126638187.08","169342911467.108","192106380004.467","181255192602.865","171934657135.129","168253814093.786","205938143524.939","230112015808.894","226793364525.178","274983359564.571",
"Indonesia","IDN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","453928610.749672","623034050.41613","972392638.03681","1246575342.46575","1474251385.79839","2065060240.96386","2910843373.49398","4330120481.92771","6196867469.87952","7722650602.40964","9220240963.85542","10565999613.1905","10760279950.976","15128152199.8789","18287640593.4686","20360890732.0124","23830807213.7486","21115567418.5354","21618281392.644","22104516517.4926","20688329534.2003","24529683334.5486","28980562411.2962","34716180162.7036","37166760181.24","38633196382.1234","44685358407.1028","52308223533.4953","61508394489.5315","71854186056.4402","65388507014.8453","26180242916.8428","30994562178.8834","36710074220.2173","36163564857.2415","41879334582.2533","60098225365.0078","61785619706.5895","71699880023.5971","92601702824.5786","107709637895.197","141926445025.919","167189927754.618","248275877014.575","294539906459.992","321911604748.912","308719296468.793","308224968956.086","293230989065.861","315521927369.435","342371118976.307","360319374230.695","378033528845.288","342534470897.47","373143919777.144",
"IDA only","IDX","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32064906889.6769","37155903405.5599","29346984805.0864","31005706701.784","31689695907.781","34979500141.4145","41178281181.5972","42679959611.0076","47640748041.5451","49055277700.5964","53088608564.6184","53016301111.03","55086455385.0015","65242403364.5544","77020941918.0387","89868780777.9883","103144721062.004","122293173592.946","151606205735.571","149859655286.638","177594560534.841","202551773431.429","224009380756.029","260738808353.04","290472867952.847","298834922285.85","332397599899.585","378141962571.243","368843053626.323","390586443649.755","382374517957.728","414627180378.51",
"Isle of Man","IMN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Gross capital formation (current US$)","NE.GDI.TOTL.CD","6639952634.05363","7557008993.60759","7634420165.39617","9197965701.2306","11030503757.9223","11945049986.4091","8419987857.34","9123328402.78933","9418554161.16667","10310281984.0533","11368032257.0933","12933824938.9916","13969933808.0369","15992004172.3032","22404790270.49","19246612709.4518","19946925515.1013","25628494843.5889","31099506486.7758","36098957099.6979","36435927668.1849","49456466218.111","50448134655.045","45921448420.9346","49414659663.0868","61490270022.6551","64899902260.804","72066370149.6889","77951402940.6861","79520046251.7452","87743461242.1183","67905847731.926","79084981689.6556","63446031124.5588","86106751121.8975","105030609550.478","89420435339.4853","106847791241.795","105234090263.942","142042028416.355","120271251370.785","145185159704.866","155775424349.41","187412636180.839","248886249649.469","307054589518.359","366687312642.129","510430230038.226","460644691765.811","526781629257.415","666654020020.982","721753149504.919","700851886840.62","631716319495.751","698764229553.052","675603621332.396","692402319121.243","821484008553.268","874214456957.592","855723887696.235","744186412701.92","990504658369.562",
"Not classified","INX","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","1055634095.6341","1199984668.45535","1553300550.74744","1969361373.72178","2248263671.51537","2171407665.50523","2355618454.57119","3080913587.03119","4173030806.4029","5935288523.53321","5936962291.63295","5753943465.58499","5851806393.91907","4854155818.73348","4489597063.34301","4164522361.95553","5278019287.83383","5677519897.00375","6162977804.43911","7223773858.68959","10614081021.2323","9794556978.07073","9303127428.648","8108561460.63496","9429096584.21673","13048758838.3838","15560316280.2419","18418212750.7163","21736220702.0298","24363027185.0101","24558831817.2801","26523392258.3681","30969265181.853","42393210647.9097","52904714183.4808","64219384995.6607","74049840882.0034","78993072783.4257","67944886023.0648","48006627034.2199","38340612904.4501","41052106668.9884","45561256823.7176","44775859466.3786","57622606907.4496","75240182077.5668","112425001138.754","116292595378.511","110135074763.927","219446386769.027","185877973661.72","124546134806.079",
"Iran, Islamic Rep.","IRN","Gross capital formation (current US$)","NE.GDI.TOTL.CD","1056079086.58273","1114784364.8017","1146591744.78417","948368685.905782","1431672170.78989","1974249036.59052","2323421494.06525","2579909971.28181","3570136962.7476","3912296508.0346","4460351281.30682","4779435356.916","6879504109.60903","9498380261.60942","14338351279.6008","21432845533.6749","32728019973.9063","39033740180.7903","30515369283.3772","22605355310.9728","45166402350.7918","40275925120.7044","33720496974.8328","56710906584.8452","53624780018.6405","43739554546.2088","46446422271.2","26926598711.6686","21084660119.2557","27771927534.309","41215639590.6127","","","19375059790.8108","16735172174.1388","29099488039.8144","45495932762.5111","40490105427.451","37338588202.5577","37048181671.0451","38467274098.5866","44727064474.377","50234099133.9156","64650427608.3119","87417675991.6918","87676977067.5098","102922178903.393","139004269486.574","172181083799.759","170298767277.636","196000669048.617","225513133978.028","234113079047.51","172201463713.867","170063824854.753","130556323084.508","133306921513.501","154731533688.997","104602121175.453","","","",
"Iraq","IRQ","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","23405623333.3333","24566950000","6389961290.32258","8710290322.58064","11821258064.5161","9252551612.90322","11399003225.8065","13800935483.871","-2465851612.90323","79957374193.5484","-52524534.1018252","176017734.487734","612365651.769386","2321849162.41456","6633257265.00664","6052790039.64242","872870841.702666","1524067657.8583","14159692653.4325","14096893781.7846","15708632873.0419","6001830922.60519","6567932455.06143","6196307304.88988","11067636548.913","12322947758.6512","8298908146.31963","19984470062.8116","12613552525.7678","21979647094.0171","31130718376.0684","29312987589.082","47555753518.1818","41608138679.2453","33954627868.4931","29783868104.9069","33422989442.5676","39983639230.6066","53130541539.7631","35326554865.7718","27924731144.2345",
"Iceland","ISL","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","146464772.727273","249251136.363636","266143213.233628","416027959.613891","613046523.261631","555632400.780742","534844376.132184","738243073.364509","693401940.171886","796232558.139535","1018302276.13807","1041784557.45965","1000967493.82666","647227607.194036","738853462.991068","689921701.274703","818568321.485396","1272250576.56707","1416347003.30125","1187445382.15835","1366495338.32729","1540738876.84482","1427033011.90875","1170676565.60636","1138408664.59645","1295896351.46394","1541544421.05263","1648255930.88148","2199359722.54127","2117079475.71932","2250260850.20861","1885826926.66945","1846010514.75153","2433529194.74899","3434873738.63292","4865582335.82136","6300126731.26247","6403699695.57412","4703261715.17455","2015662326.59109","1912667218.31851","2372010242.71224","2362580296.25987","2494489121.43198","3077464953.04643","3398974484.60133","4384008718.38834","5376285014.73903","5850274778.92699","5243821439.16068","4618543403.97449","5848534775.44126",
"Israel","ISR","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","2383333333.33333","2482500000","3252500000","4310000000","5887500000","5540000000","4596250000","4820000000","5117647058.82353","6743200000","6604117647.05882","6588771929.82456","7813539094.65021","8884021352.31317","7786282401.0914","6232122317.41454","7584061029.70829","9282546720.18061","10783217837.2631","10372440513.4627","13722925801.0118","20345882146.4613","22565116099.386","23241745521.3597","25786938328.1857","30114194533.9222","33236076072.3126","33094467443.6134","31407471119.1811","31990028504.481","34648627523.1158","34058255938.3694","29966977711.174","29668739158.1213","31540112672.9139","34265946475.9231","36993420485.6591","44278850563.5208","50419221571.9064","43560843780.9933","50213828121.3434","61516860672.7988","61795809611.7465","65890127235.5069","71428278960.5707","66411225247.6309","73637642969.3534","82078102157.2572","89595277567.0007","93901217034.6337","98411945472.4854","121077113833.679",
"Italy","ITA","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","29489696406.4436","29714750312.1099","33315936254.9801","46257927598.8044","59412390592.4382","54140130486.3582","59769799953.4776","62961579986.8334","75260387862.1948","96141172220.9275","127750612706.308","106354895247.828","101410134574.087","98569180265.1708","102079206524.135","104782755298.651","139271761267.697","178291692560.502","201316816423.683","207359005080.44","266467621202.327","276649091618.542","284729505106.049","203113919035.314","208935198126.801","235429811006.775","254021207177.814","242187585266.03","250638340582.134","253409026545.715","239249269692.863","243455302395.315","275414895089.216","334130414106.156","384115169513.321","393372884310.661","428075073702.352","492327789851.766","524569352470.469","429178735558.203","439604995233.334","469741468856.032","371259600962.695","361822252095.021","366659573966.665","314198517444.531","329633090436.421","354184081629.765","387581948199.686","366855043338.823","335268595420.701","422492106768.21",
